customer_id,age,tenure_months,monthly_charges,total_charges,num_services,contract_type,payment_method,internet_service,churned
CUST_000351,67,13,56.98,669.68,4,month-to-month,electronic_check,Fiber optic,1
CUST_000352,57,7,103.29,736.01,2,month-to-month,electronic_check,DSL,1
CUST_000353,42,38,79.2,2903.14,4,month-to-month,credit_card,Fiber optic,0
CUST_000354,44,9,114.27,1070.55,2,two-year,electronic_check,DSL,0
CUST_000355,29,8,38.01,388.77,4,month-to-month,credit_card,Fiber optic,1
CUST_000356,44,6,80.79,538.18,4,month-to-month,bank_transfer,DSL,1
CUST_000357,40,3,67.37,100.0,3,month-to-month,credit_card,DSL,1
CUST_000358,49,7,106.84,847.37,2,month-to-month,electronic_check,DSL,0
CUST_000359,32,10,129.91,1392.86,6,two-year,credit_card,Fiber optic,0
CUST_000360,52,26,30.98,888.52,5,two-year,bank_transfer,DSL,0
CUST_000361,67,1,147.71,184.99,4,month-to-month,electronic_check,Fiber optic,1
CUST_000362,43,5,94.31,493.56,5,two-year,electronic_check,Fiber optic,0
CUST_000363,51,39,26.78,1147.51,4,one-year,credit_card,Fiber optic,0
CUST_000364,55,3,84.5,445.84,1,month-to-month,electronic_check,DSL,1
CUST_000365,38,10,25.97,164.44,1,two-year,mailed_check,DSL,0
CUST_000366,48,47,105.07,5046.16,3,one-year,credit_card,Fiber optic,0
CUST_000367,45,4,99.08,387.71,2,month-to-month,electronic_check,DSL,1
CUST_000368,46,2,21.31,100.0,3,one-year,bank_transfer,Fiber optic,0
CUST_000369,33,15,85.48,1128.6,7,month-to-month,credit_card,No,0
CUST_000370,45,8,107.76,833.57,5,month-to-month,electronic_check,DSL,1
CUST_000371,52,19,130.49,2379.58,4,one-year,electronic_check,Fiber optic,0
CUST_000372,66,39,94.53,3640.43,5,two-year,bank_transfer,No,0
CUST_000373,59,3,143.8,321.58,2,one-year,electronic_check,No,1
CUST_000374,77,20,120.66,2368.31,4,month-to-month,electronic_check,No,1
CUST_000375,33,16,87.48,1359.13,8,two-year,electronic_check,Fiber optic,0
CUST_000376,58,3,126.99,390.64,2,month-to-month,electronic_check,DSL,1
CUST_000377,47,23,91.76,1948.98,1,month-to-month,bank_transfer,No,1
CUST_000378,77,7,99.94,555.03,1,month-to-month,bank_transfer,No,1
CUST_000379,32,16,75.37,1242.04,1,month-to-month,bank_transfer,Fiber optic,1
CUST_000380,32,2,112.73,145.71,1,month-to-month,bank_transfer,DSL,1
CUST_000381,36,14,126.83,1883.06,1,one-year,mailed_check,Fiber optic,1
CUST_000382,18,8,64.13,535.56,5,two-year,electronic_check,DSL,0
CUST_000383,37,41,58.07,2441.6,1,two-year,electronic_check,DSL,0
CUST_000384,33,1,86.27,227.34,2,two-year,credit_card,Fiber optic,0
CUST_000385,47,13,89.05,1126.72,3,month-to-month,credit_card,Fiber optic,1
CUST_000386,50,14,42.46,537.05,6,one-year,credit_card,Fiber optic,0
CUST_000387,73,30,134.2,4113.32,5,two-year,electronic_check,DSL,0
CUST_000388,59,20,92.8,1907.0,3,month-to-month,electronic_check,Fiber optic,1
CUST_000389,36,26,50.46,1293.21,1,one-year,credit_card,DSL,0
CUST_000390,31,36,40.47,1595.98,4,month-to-month,mailed_check,DSL,0
CUST_000391,52,47,36.95,1715.19,2,month-to-month,credit_card,Fiber optic,0
CUST_000392,25,9,133.13,1201.41,6,month-to-month,electronic_check,DSL,1
CUST_000393,72,18,66.68,1202.41,3,one-year,bank_transfer,DSL,0
CUST_000394,62,43,42.19,1720.69,4,one-year,electronic_check,DSL,0
CUST_000395,37,72,73.34,5288.01,5,month-to-month,electronic_check,Fiber optic,1
CUST_000396,19,52,72.33,3900.95,2,one-year,electronic_check,Fiber optic,0
CUST_000397,65,11,23.56,303.68,3,two-year,bank_transfer,DSL,0
CUST_000398,43,5,87.32,439.71,4,two-year,bank_transfer,DSL,1
CUST_000399,63,16,102.01,1615.91,7,month-to-month,credit_card,Fiber optic,1
CUST_000400,21,32,86.94,2815.27,3,month-to-month,electronic_check,No,1
CUST_000401,36,16,69.92,1193.62,2,one-year,electronic_check,Fiber optic,1
CUST_000402,45,15,104.95,1635.15,5,month-to-month,electronic_check,Fiber optic,1
CUST_000403,45,43,137.08,5861.31,3,month-to-month,mailed_check,Fiber optic,0
CUST_000404,38,10,57.25,604.99,6,month-to-month,bank_transfer,Fiber optic,0
CUST_000405,54,47,50.22,2408.37,4,two-year,electronic_check,No,0
CUST_000406,28,12,48.37,479.75,1,one-year,bank_transfer,Fiber optic,0
CUST_000407,42,9,62.85,582.49,5,month-to-month,credit_card,No,0
CUST_000408,46,14,120.76,1474.52,1,month-to-month,mailed_check,Fiber optic,0
CUST_000409,52,34,67.31,2336.93,5,one-year,bank_transfer,No,0
CUST_000410,55,3,118.22,420.7,7,month-to-month,electronic_check,Fiber optic,1
CUST_000411,28,5,16.22,155.87,5,month-to-month,bank_transfer,No,1
CUST_000412,21,72,62.58,4466.23,3,month-to-month,credit_card,DSL,1
CUST_000413,64,4,137.05,579.09,5,month-to-month,electronic_check,Fiber optic,1
CUST_000414,49,20,58.48,1311.93,2,month-to-month,bank_transfer,Fiber optic,0
CUST_000415,33,20,109.65,2334.37,3,one-year,credit_card,DSL,0
CUST_000416,68,16,74.38,1187.18,2,one-year,electronic_check,Fiber optic,0
CUST_000417,46,24,120.83,2913.78,4,month-to-month,bank_transfer,Fiber optic,1
CUST_000418,62,6,33.28,310.78,5,month-to-month,bank_transfer,DSL,0
CUST_000419,46,19,142.94,2565.73,2,month-to-month,electronic_check,Fiber optic,1
CUST_000420,75,11,67.21,707.04,3,one-year,electronic_check,Fiber optic,1
CUST_000421,71,26,134.91,3641.26,2,month-to-month,credit_card,Fiber optic,1
CUST_000422,41,3,60.86,280.11,1,month-to-month,electronic_check,DSL,0
CUST_000423,59,20,106.43,2165.43,3,one-year,mailed_check,DSL,0
CUST_000424,54,4,69.79,128.58,5,one-year,electronic_check,DSL,1
CUST_000425,65,7,151.93,1058.55,5,month-to-month,electronic_check,DSL,1
CUST_000426,30,5,19.96,100.0,5,month-to-month,electronic_check,DSL,1
CUST_000427,55,4,43.16,205.73,3,two-year,credit_card,Fiber optic,0
CUST_000428,60,41,76.62,3060.54,4,two-year,bank_transfer,Fiber optic,0
CUST_000429,18,8,15.06,100.0,2,month-to-month,credit_card,Fiber optic,0
CUST_000430,27,62,47.09,2712.94,1,two-year,electronic_check,DSL,0
CUST_000431,18,72,128.75,9392.53,3,one-year,bank_transfer,Fiber optic,0
CUST_000432,40,20,143.94,2838.73,2,two-year,electronic_check,DSL,1
CUST_000433,55,3,57.14,187.14,5,month-to-month,electronic_check,Fiber optic,0
CUST_000434,67,11,150.0,1649.74,3,one-year,electronic_check,Fiber optic,0
CUST_000435,46,38,92.18,3396.27,2,one-year,electronic_check,No,0
CUST_000436,69,10,56.48,438.86,2,month-to-month,credit_card,DSL,0
CUST_000437,24,2,104.62,108.71,1,one-year,electronic_check,Fiber optic,1
CUST_000438,19,19,101.16,1849.73,3,month-to-month,electronic_check,Fiber optic,1
CUST_000439,44,44,141.64,6268.72,7,month-to-month,bank_transfer,Fiber optic,1
CUST_000440,50,38,42.69,1542.78,1,month-to-month,electronic_check,Fiber optic,1
CUST_000441,44,4,126.62,681.14,6,two-year,bank_transfer,Fiber optic,1
CUST_000442,18,26,15.0,492.72,4,month-to-month,bank_transfer,DSL,1
CUST_000443,43,5,34.71,254.37,1,one-year,electronic_check,Fiber optic,1
CUST_000444,25,5,26.12,118.62,5,one-year,credit_card,DSL,1
CUST_000445,55,49,189.72,9447.73,1,month-to-month,credit_card,DSL,1
CUST_000446,50,6,114.85,667.3,2,month-to-month,electronic_check,DSL,0
CUST_000447,30,7,123.77,863.28,1,one-year,mailed_check,No,1
CUST_000448,37,1,78.29,100.0,3,two-year,credit_card,DSL,1
CUST_000449,29,49,50.32,2535.9,4,month-to-month,mailed_check,No,0
CUST_000450,44,37,33.66,1309.19,2,month-to-month,bank_transfer,No,0
CUST_000451,59,23,51.45,1135.86,3,month-to-month,electronic_check,No,1
CUST_000452,30,33,65.46,2106.99,1,month-to-month,electronic_check,No,1
CUST_000453,52,3,107.18,385.52,3,month-to-month,electronic_check,No,1
CUST_000454,37,14,98.72,1453.66,1,month-to-month,bank_transfer,DSL,0
CUST_000455,33,10,28.52,245.89,3,month-to-month,mailed_check,DSL,1
CUST_000456,43,2,27.47,100.0,4,month-to-month,credit_card,Fiber optic,1
CUST_000457,29,15,25.34,359.39,1,one-year,electronic_check,Fiber optic,0
CUST_000458,36,60,68.49,4171.92,2,two-year,electronic_check,DSL,1
CUST_000459,27,1,140.29,320.83,2,month-to-month,bank_transfer,Fiber optic,1
CUST_000460,74,8,101.42,691.58,2,one-year,mailed_check,Fiber optic,1
CUST_000461,45,5,122.16,568.13,2,month-to-month,electronic_check,No,1
CUST_000462,34,6,70.23,382.46,7,two-year,electronic_check,Fiber optic,0
CUST_000463,48,57,60.51,3584.7,3,one-year,electronic_check,Fiber optic,0
CUST_000464,43,15,15.0,221.51,6,two-year,electronic_check,Fiber optic,1
CUST_000465,41,15,147.56,2122.74,3,month-to-month,bank_transfer,Fiber optic,1
CUST_000466,54,34,119.15,4106.81,4,one-year,credit_card,No,1
CUST_000467,56,4,58.29,192.69,3,month-to-month,bank_transfer,DSL,0
CUST_000468,37,16,96.38,1419.67,3,month-to-month,credit_card,Fiber optic,0
CUST_000469,36,13,69.3,811.61,5,month-to-month,electronic_check,Fiber optic,0
CUST_000470,40,21,90.38,2071.34,1,one-year,electronic_check,Fiber optic,1
CUST_000471,18,72,162.01,11703.09,4,one-year,bank_transfer,DSL,0
CUST_000472,22,35,107.48,3772.56,3,month-to-month,bank_transfer,DSL,1
CUST_000473,65,12,97.41,1143.97,1,one-year,credit_card,DSL,0
CUST_000474,69,42,37.82,1617.47,3,month-to-month,electronic_check,DSL,0
CUST_000475,41,4,22.17,116.7,3,month-to-month,electronic_check,No,1
CUST_000476,53,1,52.58,100.0,3,one-year,electronic_check,Fiber optic,1
CUST_000477,49,5,19.75,110.23,1,month-to-month,bank_transfer,DSL,1
CUST_000478,80,9,108.31,1061.69,2,month-to-month,credit_card,DSL,1
CUST_000479,61,17,107.12,1823.31,3,month-to-month,credit_card,DSL,1
CUST_000480,43,22,38.8,755.77,2,one-year,bank_transfer,No,0
CUST_000481,30,57,114.38,6458.39,3,month-to-month,credit_card,Fiber optic,1
CUST_000482,20,17,33.45,370.74,1,two-year,credit_card,No,1
CUST_000483,48,16,50.81,1015.58,6,month-to-month,electronic_check,DSL,1
CUST_000484,33,1,42.44,128.72,1,one-year,bank_transfer,Fiber optic,0
CUST_000485,23,1,71.83,100.0,2,month-to-month,credit_card,DSL,0
CUST_000486,35,19,54.08,999.36,1,month-to-month,electronic_check,DSL,1
CUST_000487,28,13,79.87,974.58,1,one-year,bank_transfer,DSL,1
CUST_000488,70,43,90.75,4056.62,4,month-to-month,credit_card,Fiber optic,0
CUST_000489,58,4,158.46,491.85,2,month-to-month,bank_transfer,DSL,1
CUST_000490,44,1,42.94,100.0,2,month-to-month,mailed_check,Fiber optic,0
CUST_000491,67,14,41.98,576.94,2,month-to-month,bank_transfer,Fiber optic,0
CUST_000492,46,6,24.37,228.91,6,month-to-month,bank_transfer,DSL,0
CUST_000493,32,1,85.95,100.0,1,one-year,electronic_check,DSL,1
CUST_000494,67,30,30.9,751.07,6,one-year,credit_card,Fiber optic,0
CUST_000495,53,2,142.28,259.46,3,month-to-month,bank_transfer,Fiber optic,1
CUST_000496,29,22,96.25,2020.33,2,month-to-month,credit_card,Fiber optic,1
CUST_000497,42,7,98.71,698.96,5,month-to-month,credit_card,DSL,1
CUST_000498,31,4,72.37,432.88,6,month-to-month,mailed_check,DSL,1
CUST_000499,24,11,48.24,356.67,1,one-year,electronic_check,DSL,0
CUST_000500,58,38,32.71,1163.13,2,one-year,electronic_check,No,1
CUST_000501,73,11,80.33,828.33,7,month-to-month,bank_transfer,No,0
CUST_000502,24,33,88.68,2888.17,8,month-to-month,bank_transfer,No,1
CUST_000503,53,3,58.24,248.73,3,two-year,mailed_check,Fiber optic,0
CUST_000504,35,35,20.3,693.1,4,month-to-month,bank_transfer,Fiber optic,0
CUST_000505,37,6,156.93,983.14,5,month-to-month,bank_transfer,Fiber optic,1
CUST_000506,36,27,15.0,342.42,2,one-year,bank_transfer,Fiber optic,0
CUST_000507,32,20,115.27,2328.31,1,one-year,electronic_check,Fiber optic,1
CUST_000508,45,63,113.96,7257.49,4,month-to-month,bank_transfer,DSL,0
CUST_000509,32,11,38.69,352.41,1,two-year,electronic_check,DSL,0
CUST_000510,49,1,41.28,119.41,4,month-to-month,electronic_check,DSL,0
CUST_000511,44,1,58.19,100.0,5,one-year,credit_card,Fiber optic,1
CUST_000512,41,42,137.64,5885.22,3,month-to-month,electronic_check,DSL,1
CUST_000513,31,17,101.84,1711.08,2,one-year,electronic_check,DSL,0
CUST_000514,36,35,131.72,4648.46,2,two-year,electronic_check,No,0
CUST_000515,56,6,148.99,889.9,1,month-to-month,electronic_check,DSL,1
CUST_000516,52,10,118.54,1175.77,6,one-year,electronic_check,DSL,0
CUST_000517,30,1,33.84,100.0,4,two-year,credit_card,Fiber optic,1
CUST_000518,46,72,55.4,4042.36,2,month-to-month,bank_transfer,Fiber optic,1
CUST_000519,56,26,139.66,3506.2,3,one-year,mailed_check,DSL,1
CUST_000520,19,64,35.13,2391.38,4,two-year,bank_transfer,Fiber optic,0
CUST_000521,53,7,32.55,100.0,5,one-year,credit_card,DSL,0
CUST_000522,35,22,109.34,2337.05,1,month-to-month,bank_transfer,Fiber optic,1
CUST_000523,53,27,84.49,2271.87,1,month-to-month,electronic_check,DSL,0
CUST_000524,33,9,126.84,1182.84,5,month-to-month,electronic_check,DSL,1
CUST_000525,18,45,97.42,4541.42,1,month-to-month,bank_transfer,Fiber optic,1
CUST_000526,20,70,44.87,2955.39,4,month-to-month,bank_transfer,No,1
CUST_000527,45,51,156.36,7923.69,4,month-to-month,bank_transfer,Fiber optic,1
CUST_000528,48,32,69.5,2011.45,5,month-to-month,bank_transfer,No,0
CUST_000529,31,7,61.38,432.84,2,month-to-month,electronic_check,Fiber optic,1
CUST_000530,54,7,79.7,585.1,3,month-to-month,mailed_check,DSL,0
CUST_000531,20,72,30.68,2368.15,3,one-year,bank_transfer,DSL,0
CUST_000532,44,1,101.35,113.41,4,one-year,bank_transfer,No,1
CUST_000533,26,30,15.0,554.4,4,month-to-month,bank_transfer,Fiber optic,1
CUST_000534,35,29,57.47,1725.06,2,month-to-month,electronic_check,No,0
CUST_000535,45,23,80.19,1800.77,1,month-to-month,electronic_check,DSL,1
CUST_000536,32,72,115.3,8160.73,3,month-to-month,electronic_check,DSL,0
CUST_000537,39,8,117.39,966.66,6,month-to-month,electronic_check,DSL,1
CUST_000538,60,9,33.4,151.41,4,one-year,electronic_check,DSL,1
CUST_000539,36,1,60.9,190.42,2,month-to-month,credit_card,DSL,1
CUST_000540,57,14,59.61,818.36,5,two-year,mailed_check,Fiber optic,0
CUST_000541,28,7,56.99,518.48,1,month-to-month,mailed_check,Fiber optic,1
CUST_000542,52,10,127.17,1223.72,3,month-to-month,bank_transfer,DSL,1
CUST_000543,66,43,119.16,5150.77,5,one-year,electronic_check,DSL,0
CUST_000544,18,65,44.03,2882.91,6,one-year,electronic_check,Fiber optic,0
CUST_000545,33,4,75.2,296.28,2,one-year,bank_transfer,Fiber optic,1
CUST_000546,53,11,47.11,474.98,4,two-year,electronic_check,Fiber optic,0
CUST_000547,41,63,112.7,7139.54,5,month-to-month,bank_transfer,Fiber optic,1
CUST_000548,50,1,32.47,100.0,1,two-year,mailed_check,No,0
CUST_000549,35,2,143.69,166.44,4,month-to-month,credit_card,Fiber optic,1
CUST_000550,46,4,130.98,648.2,4,two-year,bank_transfer,No,1
CUST_000551,42,21,66.06,1459.92,7,month-to-month,electronic_check,Fiber optic,1
CUST_000552,62,3,101.76,311.88,3,month-to-month,bank_transfer,DSL,1
CUST_000553,48,72,144.86,10596.58,4,one-year,electronic_check,DSL,1
CUST_000554,50,14,102.88,1413.61,3,month-to-month,electronic_check,Fiber optic,1
CUST_000555,38,16,24.31,521.2,3,month-to-month,bank_transfer,Fiber optic,1
CUST_000556,37,6,75.48,470.43,1,month-to-month,bank_transfer,Fiber optic,1
CUST_000557,38,15,126.67,1797.6,1,one-year,bank_transfer,DSL,0
CUST_000558,50,26,113.82,3144.18,8,two-year,credit_card,Fiber optic,1
CUST_000559,38,33,111.76,3787.27,5,one-year,bank_transfer,Fiber optic,0
CUST_000560,49,33,151.47,4986.27,1,two-year,bank_transfer,Fiber optic,0
CUST_000561,76,20,160.55,3283.74,3,month-to-month,mailed_check,Fiber optic,0
CUST_000562,58,56,158.44,8832.2,1,month-to-month,mailed_check,No,1
CUST_000563,40,40,46.77,1953.6,1,month-to-month,bank_transfer,Fiber optic,1
CUST_000564,63,33,100.55,3079.05,1,one-year,bank_transfer,DSL,0
CUST_000565,38,1,115.99,100.0,2,month-to-month,credit_card,Fiber optic,1
CUST_000566,18,1,120.53,218.45,1,month-to-month,electronic_check,DSL,1
CUST_000567,29,5,102.89,489.5,3,month-to-month,electronic_check,Fiber optic,1
CUST_000568,18,26,31.99,852.54,2,one-year,bank_transfer,DSL,0
CUST_000569,39,12,127.41,1394.28,8,month-to-month,bank_transfer,DSL,1
CUST_000570,45,12,114.76,1561.95,2,two-year,bank_transfer,DSL,0
CUST_000571,70,51,31.66,1733.63,5,one-year,credit_card,DSL,0
CUST_000572,49,54,95.9,5158.53,3,one-year,electronic_check,DSL,1
CUST_000573,41,57,43.47,2437.27,2,two-year,electronic_check,DSL,0
CUST_000574,57,9,89.46,908.09,3,month-to-month,credit_card,Fiber optic,1
CUST_000575,18,28,15.0,618.25,3,one-year,credit_card,Fiber optic,0
CUST_000576,48,7,68.88,577.5,3,two-year,mailed_check,Fiber optic,0
CUST_000577,56,5,96.61,700.23,2,one-year,electronic_check,Fiber optic,1
CUST_000578,22,4,106.52,333.84,5,one-year,credit_card,Fiber optic,1
CUST_000579,62,10,116.85,1086.55,3,month-to-month,credit_card,No,1
CUST_000580,50,13,134.82,1633.8,2,one-year,mailed_check,Fiber optic,1
CUST_000581,38,42,36.14,1561.95,3,month-to-month,mailed_check,Fiber optic,1
CUST_000582,54,3,28.29,102.44,4,two-year,credit_card,Fiber optic,0
CUST_000583,79,31,145.62,4499.18,4,two-year,mailed_check,DSL,0
CUST_000584,47,18,28.82,599.66,2,two-year,credit_card,Fiber optic,0
CUST_000585,48,8,143.8,1273.63,4,one-year,electronic_check,Fiber optic,0
CUST_000586,38,16,133.94,1990.46,5,month-to-month,credit_card,DSL,1
CUST_000587,32,8,72.89,523.43,3,month-to-month,electronic_check,DSL,0
CUST_000588,57,21,168.74,3625.52,2,two-year,bank_transfer,DSL,0
CUST_000589,32,13,42.5,505.7,2,month-to-month,mailed_check,No,1
CUST_000590,46,4,45.48,102.12,2,month-to-month,bank_transfer,No,1
CUST_000591,37,2,92.75,287.34,2,one-year,electronic_check,DSL,0
CUST_000592,52,18,46.24,703.43,4,month-to-month,electronic_check,DSL,1
CUST_000593,50,55,135.86,7442.28,2,one-year,electronic_check,DSL,1
CUST_000594,60,10,42.2,454.82,3,month-to-month,electronic_check,Fiber optic,1
CUST_000595,37,31,86.38,2620.54,2,one-year,electronic_check,DSL,0
CUST_000596,40,25,101.42,2613.83,4,two-year,credit_card,No,0
CUST_000597,30,64,86.63,5487.52,6,month-to-month,bank_transfer,Fiber optic,0
CUST_000598,38,41,60.62,2626.13,5,month-to-month,bank_transfer,No,0
CUST_000599,50,20,64.84,1284.28,4,month-to-month,electronic_check,Fiber optic,0
CUST_000600,56,25,134.6,3432.13,3,two-year,electronic_check,Fiber optic,1
CUST_000601,31,54,41.71,2327.15,5,month-to-month,electronic_check,Fiber optic,0
CUST_000602,58,12,120.18,1379.37,1,month-to-month,electronic_check,Fiber optic,1
CUST_000603,65,9,89.11,596.68,4,one-year,credit_card,Fiber optic,1
CUST_000604,51,1,132.06,168.14,2,month-to-month,electronic_check,Fiber optic,1
CUST_000605,73,42,126.66,5326.9,3,two-year,bank_transfer,Fiber optic,0
CUST_000606,33,38,55.38,2159.91,4,two-year,mailed_check,No,0
CUST_000607,26,2,92.99,163.33,6,month-to-month,credit_card,No,1
CUST_000608,18,20,127.63,2509.64,4,one-year,bank_transfer,Fiber optic,0
CUST_000609,67,14,67.02,1139.06,2,month-to-month,electronic_check,DSL,1
CUST_000610,54,3,147.15,294.22,3,one-year,mailed_check,DSL,1
CUST_000611,44,72,79.71,5812.81,1,one-year,electronic_check,No,0
CUST_000612,49,5,60.79,246.51,5,month-to-month,electronic_check,DSL,1
CUST_000613,28,1,73.9,100.0,4,month-to-month,electronic_check,DSL,1
CUST_000614,80,21,171.08,3561.01,2,two-year,electronic_check,DSL,0
CUST_000615,46,32,69.34,2138.51,4,month-to-month,credit_card,Fiber optic,0
CUST_000616,46,1,127.54,184.66,2,one-year,mailed_check,Fiber optic,1
CUST_000617,55,25,140.23,3644.91,3,month-to-month,bank_transfer,DSL,1
CUST_000618,52,18,71.49,1333.76,2,month-to-month,credit_card,DSL,0
CUST_000619,48,2,23.83,100.0,1,two-year,credit_card,Fiber optic,1
CUST_000620,33,4,108.25,334.35,1,month-to-month,bank_transfer,No,1
CUST_000621,52,20,62.04,1292.46,3,one-year,bank_transfer,DSL,0
CUST_000622,73,8,147.74,1397.53,3,month-to-month,bank_transfer,DSL,0
CUST_000623,65,66,64.24,4201.62,7,month-to-month,credit_card,Fiber optic,1
CUST_000624,68,40,103.54,4104.12,3,two-year,bank_transfer,Fiber optic,0
CUST_000625,37,72,110.86,7925.83,2,one-year,bank_transfer,Fiber optic,0
CUST_000626,30,7,52.99,321.96,3,two-year,electronic_check,Fiber optic,1
CUST_000627,43,72,90.31,6227.5,5,two-year,electronic_check,No,0
CUST_000628,45,13,77.72,1050.91,4,two-year,bank_transfer,DSL,0
CUST_000629,61,10,86.6,781.44,4,two-year,mailed_check,DSL,0
CUST_000630,19,1,90.08,100.0,1,month-to-month,credit_card,Fiber optic,1
CUST_000631,67,1,153.84,229.16,4,two-year,mailed_check,Fiber optic,0
CUST_000632,42,28,73.22,1941.88,8,month-to-month,electronic_check,Fiber optic,0
CUST_000633,38,14,85.99,1169.97,1,month-to-month,credit_card,No,1
CUST_000634,29,6,107.32,790.59,2,month-to-month,credit_card,Fiber optic,1
CUST_000635,20,22,61.46,1211.24,2,month-to-month,mailed_check,Fiber optic,1
CUST_000636,57,6,53.38,167.05,3,one-year,electronic_check,DSL,1
CUST_000637,46,20,136.62,2759.43,4,month-to-month,credit_card,DSL,0
CUST_000638,25,10,106.47,1179.65,6,month-to-month,electronic_check,Fiber optic,1
CUST_000639,25,41,69.49,2691.59,8,month-to-month,credit_card,DSL,0
CUST_000640,39,41,105.28,4357.43,2,month-to-month,mailed_check,DSL,1
CUST_000641,70,15,15.0,283.1,6,one-year,electronic_check,No,0
CUST_000642,41,10,101.18,805.92,4,month-to-month,bank_transfer,No,0
CUST_000643,22,10,89.49,974.74,8,month-to-month,mailed_check,DSL,1
CUST_000644,41,39,86.48,3460.33,1,month-to-month,electronic_check,Fiber optic,1
CUST_000645,40,9,83.5,720.29,1,month-to-month,bank_transfer,DSL,0
CUST_000646,18,5,15.0,200.23,6,one-year,electronic_check,DSL,0
CUST_000647,44,2,58.25,230.14,2,month-to-month,electronic_check,Fiber optic,1
CUST_000648,41,15,150.65,2270.03,3,month-to-month,bank_transfer,Fiber optic,0
CUST_000649,55,15,60.47,861.91,1,month-to-month,bank_transfer,DSL,0
CUST_000650,72,44,117.38,5067.29,3,month-to-month,credit_card,DSL,1
CUST_000651,61,6,32.51,191.33,1,two-year,electronic_check,DSL,0
CUST_000652,40,11,16.11,234.17,2,month-to-month,mailed_check,No,0
CUST_000653,28,39,95.56,3694.53,4,two-year,bank_transfer,Fiber optic,0
CUST_000654,80,41,99.75,3870.09,6,one-year,electronic_check,Fiber optic,1
CUST_000655,45,11,86.36,1076.81,2,month-to-month,credit_card,DSL,1
CUST_000656,45,14,54.13,776.88,2,two-year,electronic_check,Fiber optic,0
CUST_000657,44,8,115.04,882.35,2,one-year,electronic_check,Fiber optic,1
CUST_000658,47,64,50.3,3305.11,4,one-year,credit_card,Fiber optic,0
CUST_000659,42,3,41.42,276.71,3,month-to-month,credit_card,DSL,1
CUST_000660,36,65,59.34,3577.1,6,one-year,electronic_check,No,0
CUST_000661,36,27,54.52,1515.54,3,month-to-month,bank_transfer,Fiber optic,1
CUST_000662,44,18,29.7,391.85,2,month-to-month,electronic_check,DSL,1
CUST_000663,36,1,106.22,156.13,2,two-year,credit_card,DSL,1
CUST_000664,34,15,93.03,1408.29,5,two-year,electronic_check,Fiber optic,0
CUST_000665,46,12,130.62,1631.02,3,month-to-month,credit_card,No,1
CUST_000666,41,4,87.74,301.05,7,one-year,electronic_check,Fiber optic,1
CUST_000667,67,25,28.11,515.52,2,one-year,bank_transfer,Fiber optic,0
CUST_000668,18,72,59.59,4245.39,4,month-to-month,credit_card,DSL,0
CUST_000669,61,19,149.37,2878.65,2,month-to-month,electronic_check,DSL,0
CUST_000670,63,30,121.95,3759.91,2,month-to-month,electronic_check,Fiber optic,0
CUST_000671,18,1,102.01,100.0,2,one-year,credit_card,Fiber optic,1
CUST_000672,39,12,15.0,282.71,4,two-year,electronic_check,Fiber optic,0
CUST_000673,39,2,93.94,123.09,3,month-to-month,credit_card,DSL,1
CUST_000674,23,22,15.42,375.5,6,one-year,credit_card,DSL,1
CUST_000675,33,66,83.49,5459.05,4,one-year,bank_transfer,DSL,0
CUST_000676,28,26,131.32,3432.58,2,one-year,mailed_check,No,1
CUST_000677,71,1,154.75,243.94,2,month-to-month,credit_card,Fiber optic,1
CUST_000678,59,10,109.39,971.24,4,month-to-month,bank_transfer,DSL,1
CUST_000679,64,19,67.43,1213.1,5,two-year,bank_transfer,DSL,0
CUST_000680,55,12,147.58,1789.49,1,month-to-month,mailed_check,DSL,1
CUST_000681,28,43,110.22,4979.55,1,month-to-month,electronic_check,Fiber optic,1
CUST_000682,37,40,29.47,1092.54,4,two-year,bank_transfer,Fiber optic,0
CUST_000683,52,22,97.24,2343.36,3,month-to-month,mailed_check,No,1
CUST_000684,26,11,46.29,709.61,3,two-year,credit_card,Fiber optic,0
CUST_000685,55,7,83.73,576.37,2,month-to-month,electronic_check,DSL,1
CUST_000686,41,2,85.43,141.05,4,month-to-month,mailed_check,Fiber optic,1
CUST_000687,39,10,96.37,894.51,4,month-to-month,bank_transfer,Fiber optic,1
CUST_000688,55,12,66.98,796.89,4,month-to-month,credit_card,DSL,0
CUST_000689,51,27,49.82,1204.38,2,month-to-month,bank_transfer,No,0
CUST_000690,39,25,78.66,1958.83,5,one-year,electronic_check,Fiber optic,0
CUST_000691,62,1,128.41,278.1,6,month-to-month,electronic_check,Fiber optic,1
CUST_000692,28,12,97.44,1108.19,1,two-year,credit_card,Fiber optic,0
CUST_000693,54,4,81.72,302.8,4,month-to-month,credit_card,Fiber optic,1
CUST_000694,53,4,113.31,283.12,4,month-to-month,bank_transfer,Fiber optic,1
CUST_000695,40,42,142.54,6024.21,4,month-to-month,credit_card,DSL,0
CUST_000696,49,1,50.26,100.0,6,one-year,bank_transfer,DSL,1
CUST_000697,26,13,15.0,201.37,3,month-to-month,electronic_check,DSL,0
CUST_000698,58,4,124.87,477.79,3,month-to-month,credit_card,Fiber optic,1
CUST_000699,42,50,132.95,6618.07,5,two-year,electronic_check,Fiber optic,1
CUST_000700,37,19,150.82,2915.75,2,month-to-month,credit_card,Fiber optic,1
